"4992503000";"1078700";"3581";"19473.1"
"9986252000";"1027100";"3581";"39122.7"
"14979387000";"1030200";"3584";"58490.7"
"19971422000";"1177600";"3581";"78033.0"
"24962257000";"1042600";"3583";"97778.7"
"29956007000";"1040000";"3580";"117410.2"
"34948287000";"1046900";"3580";"137608.0"
"39940884000";"1073200";"3581";"158356.6"
"44933876000";"1059700";"3583";"178764.7"
"49926319000";"1110600";"3580";"198702.5"
"54918231000";"1050900";"3583";"217855.5"
"59911291000";"1123000";"3583";"236919.1"
"64902061000";"1016000";"3583";"255841.6"
"69890829000";"1003200";"3580";"274092.5"
"74880019000";"993500";"3580";"292117.6"
"79869065000";"1022100";"3582";"311088.6"
"84857538000";"1198700";"3584";"329791.8"
"89847833000";"1025100";"3581";"348801.4"
"94835449000";"1006200";"3581";"367368.7"
"99823391000";"996100";"3581";"385459.9"
"104812270000";"984700";"3580";"403180.2"
"109799303000";"987300";"3581";"421018.0"
"114786677000";"985000";"3581";"438732.3"
"119774983000";"988100";"3580";"456581.9"
"124762125000";"974700";"3580";"474076.6"
"129748728000";"991500";"3579";"491755.7"
"134735797000";"981800";"3582";"509631.0"
"139719565000";"980600";"3583";"527241.1"
"144706833000";"996600";"3583";"544453.8"
"149692740000";"950000";"3581";"561679.8"
"154679446000";"970800";"3582";"578916.3"
"159665143000";"989100";"3584";"596487.2"
"164650989000";"1028800";"3582";"614708.3"
"169636089000";"1144900";"3584";"634379.9"
"174621277000";"1048100";"3582";"654106.1"
"179603515000";"1121800";"3581";"673665.8"
"184588396000";"1047800";"3582";"693212.0"
"189574034000";"1304400";"3581";"712586.7"
"194558578000";"1029400";"3583";"732166.4"
"199543041000";"1023300";"3582";"751225.7"
"204526452000";"1029700";"3584";"769784.4"
"209509095000";"1009100";"3581";"788469.4"
"214492835000";"1009100";"3585";"806893.9"
"219472430000";"1017000";"3582";"825208.2"
"224454313000";"1001800";"3581";"843604.7"
"229436504000";"1017500";"3581";"861971.2"
"234418997000";"1070800";"3584";"880274.8"
"239401670000";"1021000";"3584";"898695.8"
"244383248000";"992600";"3582";"916976.6"
"249363898000";"1026400";"3582";"935141.7"
"254343311000";"1036000";"3583";"953325.8"
"259324779000";"1004100";"3583";"971457.4"
"264304823000";"1000900";"3580";"989674.5"
"269284733000";"995500";"3583";"1007806.7"
"274264435000";"1014700";"3582";"1025928.3"
"279242844000";"1134900";"3582";"1044687.0"
"284223411000";"1014600";"3585";"1063470.3"
"289201736000";"1050900";"3583";"1082760.4"
"294180902000";"1045300";"3581";"1102490.5"
"299159865000";"1045400";"3582";"1121720.4"
"304138770000";"1008100";"3585";"1140412.6"
"309118841000";"1064200";"3583";"1159810.1"
"314097351000";"1276500";"3582";"1179785.2"
"319076788000";"1160900";"3582";"1199994.4"
"324053682000";"1139900";"3581";"1221697.7"
"329030873000";"1218600";"3582";"1243766.6"
"334007993000";"1102100";"3583";"1264602.8"
"338983902000";"1044800";"3580";"1284974.5"
"343960930000";"1080600";"3583";"1305195.6"
"348935899000";"1168100";"3582";"1325286.7"
"353911027000";"1164900";"3583";"1345039.9"
"358886384000";"1018100";"3581";"1364398.9"
"363859794000";"1022900";"3581";"1383474.2"
"368835723000";"1052300";"3583";"1402551.2"
"373810613000";"1140300";"3582";"1421995.5"
"378786496000";"1326400";"3580";"1441279.3"
"383762068000";"998100";"3582";"1460077.3"
"388735952000";"1027600";"3582";"1478340.9"
"393711955000";"1440400";"3582";"1497758.8"
"398684704000";"1231600";"3582";"1518025.6"
"403659697000";"1448900";"3581";"1538499.4"
"408634805000";"1050800";"3583";"1558578.1"
"413608222000";"1397700";"3583";"1578612.1"
"418582802000";"1051500";"3581";"1598378.9"
"423556293000";"1020000";"3581";"1617723.1"
"428528757000";"1020200";"3585";"1636245.9"
"433502053000";"1107500";"3583";"1654950.8"
"438472269000";"1040100";"3581";"1673888.2"
"443442479000";"1032600";"3581";"1692693.2"
"448412534000";"1015000";"3582";"1711224.6"
"453381550000";"1024200";"3582";"1730060.4"
"458350293000";"1034400";"3585";"1749191.9"
"463318880000";"1429500";"3583";"1768816.6"
"468289942000";"1161100";"3583";"1789258.1"
"473257949000";"1127300";"3581";"1809183.7"
"478227438000";"1021000";"3582";"1828525.0"
"483196544000";"1143100";"3580";"1847712.8"
"488162857000";"1045400";"3583";"1866853.6"
"493129421000";"1022300";"3579";"1885923.7"
"498096475000";"1039400";"3581";"1905094.0"
"503064188000";"1039200";"3584";"1924189.5"
"508032964000";"1017800";"3584";"1943132.7"
"513000329000";"1023800";"3582";"1962063.6"
"517968551000";"1017300";"3587";"1981047.8"
"522935490000";"1026000";"3581";"2000177.2"
"527903888000";"1030800";"3585";"2019121.7"
"532872593000";"1016300";"3581";"2038109.8"
"537839397000";"1029800";"3585";"2057292.9"
"542806453000";"1005900";"3585";"2075743.0"
"547771515000";"1132300";"3581";"2094296.6"
"552737159000";"1038800";"3583";"2113795.2"
"557703561000";"1231700";"3581";"2132927.7"
"562669341000";"976000";"3581";"2151114.9"
"567634663000";"970100";"3581";"2168196.5"
"572598981000";"904700";"3580";"2185117.1"
"577563948000";"1028200";"3582";"2202887.6"
"582527042000";"983100";"3582";"2221149.3"
"587491613000";"991800";"3583";"2238780.4"
"592456286000";"1020900";"3581";"2256604.6"
"597419849000";"1078900";"3581";"2275111.7"
